,This review is about...,data privacy,security features,app installation,registration,loading speed,feature accessibility,ads,maintenance,transaction speed,transaction approval,transaction legitimacy,transaction fees,transaction flexibility,customer service,user friendliness,loan interest,savings interest,leniency,user incentives
577,user incentives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
579,"loading speed, feature accessibility",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
581,"user friendliness, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
582,"registration, transaction fees",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
583,"transaction legitimacy, loan interest, leniency",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
584,"loan interest, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
585,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
589,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,"leniency, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
591,"transaction approval, transaction fees",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
592,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
593,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
595,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
596,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
598,"registration, feature accessibility, customer service",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
599,"feature accessibility, transaction approval",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
600,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
601,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
602,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
603,"registration, feature accessibility",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
605,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
606,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
607,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
608,"customer service, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
609,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
611,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
612,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
613,"transaction approval, user friendliness",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
614,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
615,"user friendliness, feature accessibility ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
616,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
617,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
618,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
619,"transaction approval, transaction speed",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
620,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
621,"user friendliness, transaction approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
622,"user friendliness, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
623,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
624,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
625,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
626,"transaction fees, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
627,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
629,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,"feature accessibility, user friendliness",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
631,feature accesibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
633,"transaction approval, data privacy",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
634,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
635,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
636,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
637,"loan interest, transaction approval, user friendliness",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
638,"user friendliness, transaction fees",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
639,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
640,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
641,"transaction approval, data privacy",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
642,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
643,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
644,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
645,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
646,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
647,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
648,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
649,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
651,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
653,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
654,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
655,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
656,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
657,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,"user friendliness, transaction approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
659,"transaction speed, feature accessibility",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
660,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,feature accesibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,"leniency, transaction approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
665,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
667,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
668,"transaction speed, loan interest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
669,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
670,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
671,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
672,user frinedliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,"transaction fees, leniency",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
674,"user friendliness, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
675,"transaction approval, customer service, loan interest",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
676,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
677,data privacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,"leniency, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
679,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
680,"loading speed, transaction speed",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
681,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
682,"feature accessibility, customer service",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
683,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
684,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
687,"feature accessibility, loading speed",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
689,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
690,"customer service, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
691,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
692,"loan interest, transaction fees",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
693,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
694,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
695,user incentives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
696,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
697,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,"transaction speed, leniency",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
700,"security features, feature accessibility",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
701,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
702,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"transaction flexibility, transaction fees, transaction speed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
704,"transaction flexibility, transaction fees ",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
705,user incentives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
706,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
707,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
708,"user friendliness, registration, product offered",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
709,security features ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
712,"transaction fees, loan interest",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
713,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,"transaction speed, loan interest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
715,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
716,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
717,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
718,"loan interest, feature accessibility",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
719,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
720,"registration, transaction fees",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
721,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"user friendliness, loading speed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
725,"security, loading speed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
727,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
728,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
729,"transaction speed, transaction fees, leniency",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
730,"user friendliness, transaction fees",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
731,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
732,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
733,"loan interest, transaction approval, user friendliness",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
734,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735,"transaction speed, user friendliness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
736,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
737,"loan interest, leniency, data privacy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
738,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
740,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
742,"loading speed, ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,"leniency, user incentives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
744,"transaction approval, ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
745,"transaction approval, transaction speed, transaction fees",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
746,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
748,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,"app installation, user friendliness",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
750,"transaction approval, loan interest, transaction fees",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
751,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
752,"user friendliness, feature accessibility ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
753,"transaction legitimacy, customer service",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
754,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,security featuer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
758,"leniency, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
759,"customer service, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
760,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
761,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
763,"loading speed, security features ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766,"transaction fee, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
767,"transaction approval, transaction speed",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
768,"user friendliness, feature accessibility ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
769,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,"loading speed, security features, customer service",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
771,"transaction approval, transaction speed, customer service",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
772,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
773,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
774,"transaction approval, loan interest",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
775,"transaction legitimacy, loan interest ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
776,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
778,"transaction approval, loading speed",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
779,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
780,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,"transaction speed, loan interest, transaction flexibility",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
782,"transaction fee, savings interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
783,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
785,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
787,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
788,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
790,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
791,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
793,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
794,"transaction legitimacy, transaction speed",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
795,"user frinedliness, registration",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
797,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
799,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
800,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
802,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
803,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
804,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
805,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
806,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
808,"loading speed, customer service",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
809,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
810,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
811,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
812,"loan interest, user friendliness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
813,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
814,"transaction legitimacy, loan interest ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
815,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
816,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
817,data privacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
819,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
820,"transaction flexibility, transaction fees",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
821,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
822,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
823,"transaction speed, customer service",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
824,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
826,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
829,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
830,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
831,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
832,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,"security features, customer service",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
834,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
836,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
837,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
838,"transaction legitimacy, leniency",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
839,feature flexibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
841,"registration, user incentives",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
842,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
843,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
844,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
845,"data privacy, feature accessibility, transaction flexibility",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
846,"transaction approval, transaction speed",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
847,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
848,"leniency, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
849,"data privacy, transaction approval",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
850,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,user incentives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
853,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
855,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
856,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
857,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,"transaction legitimacy, customer service",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
859,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
860,"customer service, transaction fees, leniency, user incentives",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
861,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862,"customer service, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
863,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
864,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
865,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
