google translate review_text_value,review_text,review_rating,review_likes,application_id,review_datetime_utc,constructive,constructive_review,This review is about...
The application is not working. It keeps saying unknown error!,The application is not working. It keeps saying unknown error!,1,1,ph.loans.mobile,2023-10-05 12:38:21,1,1,
"How many times have I followed up with CS about the account issue, why can't the virtual credit card be used in the grab but when it comes to the load, it is used. There is no point in not even doing something because the virtual card is not accessible to grab. It's a waste of credit score if it's only used for loading.!! WORSE APP!",Ilang beses ako nagfollow up sa CS about sa issue ng account bakit d magamit ung virtual credit card sa grab pero pagdating sa load ngagamit naman. Walang kwenta di man lang gngawan ng paraan balit di accessible sa grab ung virtual card. Sayang credit score kung pra sa pagloload lang pla nagagamit.!! WORSE APP!,1,0,com.mocasa.ph,2023-06-28 10:22:26,1,1,
Very fast and easy way...,Very fast and easy way...,5,0,com.liang.chan,2023-09-23 04:38:18,1,1,
Legitimately doesn't work half the time. Embarrassing for the country's biggest bank. Do NOT rely on this app.,Legitimately doesn't work half the time. Embarrassing for the country's biggest bank. Do NOT rely on this app.,1,0,www.mobile.bdo.com.ph,2023-08-11 03:28:11,1,1,
"Can't login even if I already enrolled in the website. Not a very convenient bank. Always having error during login like system under maintenance, set your date and time automatically, even though I already set it a hundred times still the error occurs. I will never leave my savings in your hands. What an annoying and incompetent service this app has. A dissatisfied customer here. Requesting for OTP really sucks. You will receive it 30 minutes to 1 hour and they want it to be used only 2 minutes.","Can't login even if I enrolled already in website. Not a very convenient bank. Always having error during login like system under maintenance, set your date and time automatically, even though I already set it a hundred times still the error occur. I will never let my savings at your hands. What an annoying and incompetent service this app has. A dissatisfied customer here. Requesting for OTP really sucks. You will received it 30 minutes to 1 hour and they want it to be used only 2 minutes.",1,3,www.mobile.bdo.com.ph,2023-04-15 01:15:16,1,1,
"Smooth mobile banking app. Fast, secure and reliable. Thumbs up!","Smooth mobile banking app. Fast, secured and reliable. Thumbs up!",5,3,ph.komo.app,2023-07-27 08:12:08,1,1,
"I really am recommending this app to friends, co-workers, family members and relatives as this app is very easy to use and very transparent too. Thanks to you MOCASA for giving us this wonderful app and privilege.♡","I really am recommending this app to friends, co-worker, family members and relatives as this app is very easy to use and very transparent too. Thanks to you MOCASA for giving us this wonderful app and privilege.♡",5,0,com.mocasa.ph,2022-08-20 01:36:57,1,1,
"For the longest time I've been using this app. It's very useful for me. App is very responsive (sometimes even better than the website for some reason, and hands-down way better than the new app BPI has now!). I'd recommend using this still than the new app that's intended to replace this, and this one has more features and is more stable.","For the longest time I've been using this app. It's very useful for me. App is very responsive (sometimes even better than the website for some reason, and hands-down way better than the new app BPI has now!). I'd recommend using this still than the new app that's intended to replace this, at this one has more features and is more stable.",5,0,com.fronde.mbanking.android.pckg.bpi,2018-10-16 06:06:22,1,1,
This Apps has too much make me Disappointed. i always send and do all they needed butvi ​​Always rejected.. i been waiting for almost moths but suddenly Again FAILED and rejected. Please fo not Install this to avoid hassle and colleting also your Identity. i Gave 1 star only,This Apps has too much make me Disappointed . i always send and do all they needed butvi Always rejected.. i been waiting for almost moths but suddenly Again FAILED at rejected. Please fo not Install this to avoid hassle and colleting also your Identity. i Gave 1 star only,1,0,u.money.spend,2023-10-10 03:34:42,1,1,
Easy to use digital banking,Easy to use digital banking,5,0,com.rcbc.mobilebanking,2023-05-16 21:57:22,1,1,
It takes a veeerryyy loooooong time for the login interface to load.,It takes a veeerryyyy looooong time for the login interface to load.,3,0,com.citibank.CitibankPH,2022-05-02 19:40:59,1,1,
"EDITED! EXTREMELY HIGH INTEREST, NO INSTALLMENT OPTION. YOU HAVE NO CHOICE. WORST OF THE WORST. HIGH INTEREST FEES ARE STILL DEDUCTED FROM YOUR LOAN. GROWING CREDIT GROWING FEES 🤣 ALMOST 1K REDUCED FROM YOUR LOAN AND ALMOST 1500 ADDED PAYMENT JUSMIYO MARIMAR 🤣 beware ❗❗❗ their collectors is extremely annoying, bunch of calls and text on or before your due date gosh!","EDITED! EXTREMELY HIGH INTEREST, WALANG OPTION SA INSTALLMENT. WALA KANG CHOICE. WORST PA TO SA WORST. HIGH INTEREST FEES DEDUCTED PA SA LOAN MO. LUMALAKI CREDIT MAS LUMALAKI MGA FEES 🤣 HALOS 1K NABABAWAS SA LOAN MO AT HALOS 1500 ANG DAGDAG NG BAYAD JUSMIYO MARIMAR 🤣 beware ❗❗❗ their collectors is extremely annoying , bunch of calls and text on or before your due date gosh!",5,0,u.money.spend,2023-09-19 00:51:46,1,1,
How people rate this app over 1 star is beyond me. It barely functions as the OTP sent via email takes way too long for it to be used. I've been at this garbage for a month and I am still to gain access to my account. FIX THIS.,How people rate this app over 1 star is beyond me. It barely functions as the OTP sent via email takes way too long for it to be used. I've been at this garbage for a month and I am still to gain access to my account. FIX THIS.,1,1,com.landbank.mobilebanking,2023-04-28 10:38:46,1,1,
Love this app its very instant to do balance conversion or even cash to go,Love this app its very instant to do balance conversion or even cash to go,5,0,ph.com.metrobank.mcc.mbonline,2023-09-08 06:00:51,1,1,
easy to use♥️,easy to use♥️,5,0,ph.homecredit.myhomecredit,2023-10-03 05:56:28,1,1,
"your mother bothers you when you call her when it's not even the due date... on the due date you wait to call.... it's not like that in other apps.. when someone else calls, she will call again and again and say the same thing.. it irritates you...",tang ina nyu nakaka dstorbo kau tawag kayo ng tawag di pa naman due date... sa due date kayo bumanat tumawag.... di naman ganyan sa ibang apps .. pag tawag ng isa iba nanaman tatawag pa olit olit din sasabihin.. nakaka irita kayo...,1,0,ph.pesoredee.mobile.android,2023-04-04 01:15:41,1,1,
Suggestion for a quick balance check feature.,Suggestion for a quick balance check feature.,5,0,ph.komo.app,2020-11-03 12:58:35,1,1,
Your add says you can extend me a loan. I just tried one for 6k and you declined it. Thanks for the no help. NO HELP. Stop giving and creating false high expectations to your applicants. I changed my rating from 4 to 1. I was expecting to start a good opportunity and partnership with you thru your app. But you just showed how you treat your excited applicants. You treat them like nothing,Your add says you can extend me a loan. I just tried one for 6k and you declined it. Thanks for the no help. NO HELP. Stop giving and creating false high expectations to your applicants. I changed my rating from 4 to 1. I was expecting to start a good opportunity and partnership with you thru your app. But you just showed how you treat your excited applicants. You treat them like nothing,1,2,com.tonik.mobile,2023-09-16 06:15:07,1,1,
scammers,scammers,1,0,com.abs.pesobuffet.android,2023-09-13 05:45:19,1,1,
Please fix the problems,Please fix the problems,5,0,ph.com.metrobank.mcc.mbonline,2023-09-29 06:09:38,1,1,
Smooth and fast transaction 👍🏻,Smooth and fast transaction 👍🏻,5,0,ph.homecredit.myhomecredit,2023-10-09 10:22:35,1,1,
Signed up online. Verification was quick. App is user friendly.,Signed up online. Verification was quick. App is user friendly.,5,1,com.rcbc.mobilebanking,2022-08-14 03:49:32,1,1,
"Whenever I use my MOCASA app, it gives me ease of convenience, as in worry free. And I have the opportunity to pay it after 15 days after using with no interest and hidden charges. Thanks for this Mocasa and more power.","Whenever I use my MOCASA app, it gives me ease of convenience, as in worry free. And I have the opportunity to pay it after 15 days after using with no Interes and hidden charges. Thanks for this Mocasa and more power.",5,0,com.mocasa.ph,2022-08-21 13:37:10,1,1,
The interest increased as time went on ..The due date is not yet but their Interest is increasing ..,Nalaki ang interest habang tumatagal ..Wala pa ang due date pero nadadagdagan ang Interest nila ..,1,0,ph.loans.mobile,2023-09-04 01:55:47,1,1,
New user here. The application was so easy and disbursement is fast. The terms are good too. Thank you for saving my life.,New user here. The application was so easy and disbursement is fast. The terms are good too. Thank you for saving my life.,5,1,com.wow.pera,2023-08-13 22:52:51,1,1,
"Your app consumes a lot of data. Even if it's just a count of features. It is difficult to use especially for us seafarers because the internet is limited and weak. Especially when we are in the middle of the sea. One more thing, if the apps are not updated you can't use them, you need to update them, unlike other banking apps even if they are updated you can use them. How about us? We only have limited internet on the ship.","Grabe mag consume ng data yung app nyo. Kahit konte lang naman mga features. Mahirap gamitin lalo na para sa amin na seafarer kasi limitid at mahina lang internet. Lalo na pag nasa gitna kami ng dagat. Tska isa pa, pag d updated yung apps d mo tlga magagamit, need mo tlgang e update, unlike sa ibang banking apps kahit d updated pwde magamit. Pano kami nyan? Limited lang internet namin sa barko.",1,0,com.cimbph.app2022,2023-08-11 09:37:58,1,1,
Inconvenient system. Keeps on telling connect to internet thought I'm connected to wifi and have a data connection as well.,Inconvenient system. Keeps on telling connect to internet thought connected naman ako sa wifi at merong data connection as well.,1,0,com.dwidasa.cb.mb.android,2022-07-17 04:33:02,1,1,
Easy to apply,Easy to apply,3,0,com.qinoubei.kdfuchwnc,2023-05-05 06:58:09,1,1,
"Easy application, I hope it will be approved quickly 😊🥰","Easy application, sana mabilis din maapproved 😊🥰",5,0,ph.lhl.pautangpeso,2023-08-08 09:54:07,1,1,
"A lot of failed transactions,","A lot of failed transaction,",1,0,ph.com.metrobank.mcc.mbonline,2023-09-20 02:23:25,1,1,
It would be a good case. The first loan is small. The question is how to pay it off,Maganda sana kaso Ang liit nang first loan Tanong kulang pano to bayaran,1,0,ph.onlineloans.mobile.android,2023-10-08 00:45:18,1,1,
Always problem with logging in,Always problem with logging in,1,0,ph.com.bdo.retail,2023-09-22 16:02:19,1,1,
Very convenient app.,Very convenient app.,5,0,com.aub.hellopagibig,2022-08-18 23:06:38,1,1,
NOT good they give you too much payment and this apps is not good dont download it guys,NOT good they give you too much payment and this apps is not good dont download it guys,1,0,com.pesoloan,2023-09-05 01:00:14,1,1,
"Their service is terrible, in less than 7 days, your number keeps calling",Pangit po ang service nila wala pang 7 days ay tawag na tawag ng sa number mo,1,0,ph.loans.mobile,2023-09-17 09:43:43,1,1,
"24 hours approval. I don't know what is 24hrs to the. I think it is 24 months. Reached out to email support just sending script reply, reached our with chat support, also like a bot and only scripts. I just tried this one to check the rates. When I did finish the application. It just got stuck on 24hts review and wait for a call.","24 hrs approval. I dont know what is 24hrs to the. I think it is 24 months. Reached out to email support just sending script reply, reached our with chat support, also like a bot and only scripts. I just tried this one to check the rates. When I did finished the application. It just got stucked on 24hts review and wait for a call.",1,1,com.tonik.mobile,2023-08-04 04:00:40,1,1,
"this is definitely the best digital app now, highest interest return and free transaction daily is unbeatable","this is definitely the best digital app now, highest interest return and free transaction daily is unbeatable",5,0,ph.seabank.seabank,2023-06-11 22:29:58,1,1,
Fast processing for loans.,Fast processing for loan.,5,0,com.tonik.mobile,2023-07-30 08:43:38,1,1,
"waste of the time.. its my first time to loan. im just going to add some items to my business and yer a simple but true info that i gave your company, you rejected me.. what more if i loan more than 5thousand.? waste of time.. my first time then i got rejected too fast","waste of the time.. its mu first time to loan. im just going to add some items to my business and yer a simple but true info that i gave your company, you rejected me.. what more if i loan more than 5thousand.? waste of time.. my first time then i got rejected too fast",1,0,loan.weloanpro.kbxj,2023-08-22 10:17:23,1,1,
Very useful to check credit card balances and due dates,Very useful to check credit cards balances and due dates,5,0,com.fronde.mbanking.android.pckg.bpi,2018-08-28 03:29:24,1,1,
"At first its great..but when i try to change password it keeps returning to ""change password"" even though it says password is strong.now i cannot open online..if i could just make sure that may information is not on this app anymore so that i can stop worrying and stop using this app..","At first its great..but when i try to change password it keeps returning to ""change password"" even though it says password is strong.now i cannot open online..if i could just make sure that may information is not on this app anymore so that i can stop worrying and stop using this app..",2,0,com.rcbc.mobilebanking,2022-01-22 05:41:29,1,1,
If only I could give this app negative stars I would. Shame on Metrobank for their slow and cheap online system.,If only I could give this app negative stars I would. Shame on Metrobank for their slow and cheap online system.,1,0,ph.com.metrobank.mcc.mbonline,2023-09-02 18:18:50,1,1,
One of the best online loans..greet and past approval..thanks Digido Philippines,One of the best online loan..greet and past approval..thanks Digido Philippines,5,0,ph.loans.mobile,2023-10-07 04:25:25,1,1,
"I will repeat it here. The interest is too big and it only has to be paid in 7 days. I'm overdue by 1 day, the next thing that will harass me is to call all my contacts.. - 100 should not start even one",Dina ako uulit dito . Sobrang laki ng interest tsaka 7days lang dapat mabayaran . Overdue ako ng 1 day grabe ang pang haharass sakin tinwagan lahat ng contact ko .. - 100 to dapat walang start kahit isa,1,0,ph.loanpeso.fast,2023-09-11 10:42:23,1,1,
"It's hard to use. Extremely slow, there were texts that were not readable because of the font color","It's hard to use. Extremely slow, there were text that ste not readable because of the font color",1,0,ph.com.metrobank.mcc.mbonline,2023-09-15 08:37:13,1,1,
4 stars for now because my account is not yet verified but when using the apps itself its user friendly the lay out and design is Good enough for 1st timer well organized i hope they verified my account for me to use the service well thank u,4 star for now because my account is not yet verified but when using the apps itself its user friendly the lay out and design is Good enough for 1st timer well organized i hope they verified my account for me to use the service well thank u,4,3,ph.komo.app,2023-03-15 06:03:07,1,1,
I don't have access to my online banking because my cellphone got broken & I cannot view my billing on my e-mail because they will only redirect you to online apps. And their hotline number is useless all AI. Other banks they will send you SOA on e-mail but not on CITIBANK.😒😔,I don't have access to my online banking because my cellphone got broken & i cannot view my billing on my e-mail because they will only redirect you to online apps. And their hotline number is useless all AI. Other banks they will send you SOA on e-mail but not on CITIBANK.😒😔,1,0,com.citibank.CitibankPH,2023-10-05 13:43:09,1,1,
Fast and easy disbursement,Fast and easy disbursement,5,0,tech.codeblock.okpeso,2023-08-26 01:36:46,1,1,
Great Banking App,Great Banking App,5,0,com.citibank.CitibankPH,2023-02-02 18:49:32,1,1,
"Hello love app is easy to use.... You can also balance your accounts, send money or purchase.","Hello pag-ibig app is easy to use.... You can also your accounts balance, send money or purchase.",5,1,com.aub.hellopagibig,2022-08-12 07:14:52,1,1,
Not recommendable. Many bugs on the app itself,Not recommendable. Many bugs on the app itself,1,0,io.breezeventures.mb,2023-10-02 14:01:45,1,1,
"I don't want to give even a peace of star in this application, They are strong enough to intimidate you to delay just one day, Their agents are very rude, the profit is still high, out of 3000 you can get 1500 profit immediately. Shame on such applications.","I don't want to give even a peace of star in this application, lakas Nila manakot ma delay ka lang nang isang araw, Napaka bastos nang mga agent Nila, taas pa nang tubo, sa 3000 na maku kuha mo 1500 agad ang tubo. Shame on sa mga ganitong application.",1,0,com.peramoo,2023-07-19 03:54:46,1,1,
This apps showing under maintenance for 2 days but still under maintenance. if you need to withdraw on time you cannot withdraw because of this.,This apps showing under maintenance for 2days but still under maintenance.if you need to withdraw on time you cannot withdraw because of this.,3,0,com.dwidasa.cb.mb.android,2023-06-06 22:12:23,1,1,
"Why is there a need for Face verification when transferring money, but with the long wait for the process, there is no benefit in face verification. I called the hotline but you can't contact, you don't have any concern for the people who trust you but you seem to ignore them.","Why is there a need for Face verification when transferring money, but with the long wait for the process, there is no benefit in face verification. I called the hotline but you can't contact, don't you have any concern for the people who trust you but you seem to ignore them.",1,7,ph.seabank.seabank,2023-07-03 06:42:52,1,1,
I like the simplicity of the app. Straightforward and easy to navigate. The high interest rate and the daily crediting of it really motivates me to save more! I just hope in the future update the app will utilize the phone's biometrics for added security.,I like the simplicity of the app. Straightforward and easy to navigate. The high interest rate and the daily crediting of it really motivates me to save more! I just hope in the future update the app will utilize the phone's biometrics for added security.,4,9,ph.seabank.seabank,2022-10-07 18:51:20,1,1,
So basically you are borrowing your own money and if not paid in time you will get a penalty for late paying. Total scam.,So basically you are loaning your own money and if not paid in time you will get an penalty for late paying. Total scam.,1,2,com.mocasa.ph,2023-01-22 06:05:43,1,1,
The app is always crashing down. Can't use it properly.,The app is always crashing down. Can't use it properly.,1,0,www.mobile.bdo.com.ph,2023-03-31 06:28:24,1,1,
"App doesn't work after updating it. I've already uninstalled and reinstalled it but it's still not working and doesn't allow you to log in at all. It's just circling around on the log in page of the app. Pls fix this!! Everytime you log in, when entering pw it will just give you an error: request failed due to an internal error (server unavailable).","App doesn't work after updating it. I ve already uninstalled and reinstalled it but it's still not working and doesn't allow you to log in at all. It's just circling around on the log in page of the app. Pls fix this!! Everytime you log in, when entering pw it will just give you an error: request failed due to an internal error (server unavailable).",1,56,com.citibank.CitibankPH,2021-10-10 03:37:41,1,1,
Scam. Took my data from elsewhere and sent spam to my sms. You should respect data privacy of people who are not your customers. You even make your own fake reviews.,Scam. Took my data from elsewhere and send spam to my sms. You should respect data privacy of people who are not your customers. You even make your own fake reviews.,1,0,com.mocasa.ph,2023-01-21 07:04:05,1,1,
Whenever you ask for update it's hard to log in back. The app will just close for no reason after entering the credentials. Update as of Oct 4. Still unable to use app. Unbelievable.,Whenever you ask for update it's hard to log in back. The app will just close for no reason after entering the credentials. Update as of Oct 4. Still unable to use app. Unbelievable.,1,3,com.citibank.CitibankPH,2021-10-04 07:32:03,1,1,
"I have been trying to enroll to tuis app for years, now that I have enrolled and tty to login, it says invalid username then it locked my acct... This has been pretty inconvenient and would not be wasting time anytime and might as well close my acct.","I have been trying to enroll to tuis app for years, now that i have enrolled and tty to login, it says invalid username then it locked my acct... This has been pretty inconvenient and would not be wasting time anymote and might as well close my acct.",1,0,com.securitybank.online,2023-03-17 07:05:39,1,1,
"Got problems logging in on this app, much easier using browser","Got problems logging in on this app, much easier using browser",1,0,ph.com.bdo.retail,2023-10-04 02:27:48,1,1,
"Sent application on 09/05/2021, received an approval message on 09/06/2021. Made a follow up after a month. Was informed tp wait for an email or text but haven't received any. Was advsd that a text message will be sent. Its already almost 2 months from approval. Been receiving several parcels from online shopping apps, government ids: passport, umid, other bankcards but still no update from you.","Sent application on 09/05/2021, recrived an approval message on 09/06/2021. Made a follow up after a month. Was inform tp wait for an emaip or text but haven't received any. Was advsd that a text message will be sent. Its already almost 2months from approval. Been receiving several parcels from online shopping apps, government ids:passport,umid, other bankcards but still no update from you.",1,4,com.citibank.CitibankPH,2021-10-25 14:55:52,1,1,
Every time I buy a playstation game online it keeps putting my payment on hold leading to delayed buying the games that I want. I still have two unresolved Ticket :687311 last 7/26/2023 Ticket :711970 today 8/2/2023,Everytime I buy a playstation game online it keeps putting my payment on hold leading to delayed of buying the games that I want. I still have two unresolve Ticket :687311 last 7/26/2023 Ticket :711970 today 8/2/2023,1,0,com.cimbph.app2022,2023-08-02 16:37:23,1,1,
"very fast to transfer, high interest and convenient, but i wish someday you will have an atm, card and other connected bank and e wallet so that we have an option to cash in, and also paybills and other transactions, thanks.","very fast to transfer,high interest and convenient,but i wish someday you will have an atm, card and other connected bank and e wallet so that we have an choice to cash in,and also paybills and other transactions,thanks.",5,0,ph.seabank.seabank,2022-06-26 07:38:46,1,1,
Pera moo is a good lending application.but sad to say that their cs are harsh..send even chats to referrals..bad service from your cs.oati wala sa reference they texted a lo of harsh comment..lets reportt it to the nbi & sec..and they don't have a breakdown of your loan yet...pera moo is a good lending but they havea not oriented CSR😡😡😡0🌟 for me!!!,Pera moo is a good loaning application.but sad to say na mga harsh ang cs nila..send kagad ng mga chat sa mga referral..bad service po ng mga cs nyo.oati wala sa reference they texted a lo of hars comment..lets reportt it to the nbi & sec..at wala pa silang breakdown ng loan mo...pera moo is a good lending but they havea not oriented CSR😡😡😡0🌟 for me!!!,1,0,com.peramoo,2023-09-01 16:52:08,1,1,
"You need to change your password more often because it has an expiration, wth. I'm running out of passwords. Now I need to think of a new password. Fix this cause it's not helpful at all, I have a mobile banking app in the other bank. Since I created an online account for my bank until now, it's the same password. That app is way better than this app. If my company has the other preferred bank I would choose that and not this one. Fixed this!! A lot of users are dissatisfied with your mobile app.","You need to change your password more often caused it has an expiration, wth. I'm running out of password. Now I need to think a new password. Fix this cause it's not helpful at all, i have a mobile banking app in the other bank. Since i created an online account for my bank until now, it's the same password. That app is way better than this app. If my company have the other preferred bank i would choose that and not this one. Fixed this!! A lot of users are dissatisfied with your mobile app.",1,2,www.mobile.bdo.com.ph,2023-05-31 18:29:49,1,1,
This is very terrible when I need to pay my loan its just saying to update the apps when I am updating the apps it's just rounding and rounding and if it's available to opan sad to say I forget my password but when I click the forget password there is no email to verify my account,This is very terrible when I need to pay my loan its just saying to update the apps when I am updating the apps it's just rounding and rounding and if it's available to opan sad to say I forget my password but when I click the forget password there is no email to verify my account,2,5,com.plentina.app,2022-03-29 07:39:11,1,1,
The crew is so nice... very good app... Try it now,The crew is so nice... very good app... Try it now,5,0,com.abs.pesobuffet.android,2023-09-26 04:03:46,1,1,
Berry affordable loan apps...hope more people you can help..bless you Tonik,Berry affordable loan apps...hope more people you can help..bless you Tonik,5,0,com.tonik.mobile,2023-08-17 03:49:20,1,1,
"app always crashes and it always has something to say about heavy traffic, not satisfied at all","app always crashes and it has always something about to say about heavy traffic, not satisifed at all",1,0,com.securitybank.online,2022-11-10 06:19:14,1,1,
"To high interest charge and service fee, and one week only contact this you did not help people, this app, is drown you","To high interest charge and service fee,and one week only contact this you did not help people ,this app,is drown you",1,3,com.tmart.pesoq,2023-07-27 01:14:45,1,1,
"Be careful with this loan. The app is good, the thing is when I have already paid the problem with this loan apps are the agents. They would call you to no end and would resort to threats in bold letters. They would bombard not only you but all of your contacts. To think its almost 30% interest every 7 days. That's a total of 120% in 4 weeks, I wonder how SEC allows this.","Be careful with this loan. The app is good, the thing is when i have already paid the problem with this loan apps are ,the agents. They would call you to no end and would resort to threats in bold letters. They would bombard not only you but all of your contacts. To think its almost 30% interest every 7 days. That's a total of 120% in 4 weeks, i wonder how SEC allows this.",2,2,com.peramoo,2023-08-23 12:27:37,1,1,
Fast and convenient,Fast and convinence,5,0,loan.weloanpro.kbxj,2023-10-07 17:22:57,1,1,
"It was good but your face verification is hard. At least put where the heck is center is. You're making your users frustrated, some of them are impatient.","It was good but your face verification is hard. At least put where the heck is center is. You're making your user frustrated, some of them are impatient.",4,1,ph.com.gotyme,2023-07-14 13:41:30,1,1,
"We find ways??? Please wait, it's okay online!",We find ways??? Taena paki ayos nmn online nu!,1,0,www.mobile.bdo.com.ph,2023-01-19 06:50:07,1,1,
Great lending app for emergencies... Super duper easy transactions.,Great loaning app for emergencies... Super duper dali ng transactions.,5,0,tech.codeblock.okpeso,2023-08-19 11:29:11,1,1,
The process is fast,mabilis Ang process,4,0,com.valley.loan,2023-07-11 09:52:06,1,1,
Easy to loan,Easy to loan,5,0,ph.loanpeso.fast,2023-08-24 12:06:52,1,1,
Super low interest 😲 very helpful lending company. 10 stars for this.,Super low interest 😲 very helpful lending company.10 star for this.,5,0,com.loans.lending.onlinelend.mabiliscash,2023-10-12 01:15:46,1,1,
Viewing the statements are not working. It doesn't show the list of accounts.,Viewing the statements are not working. It doesn't show the list of accounts.,3,0,com.rcbc.mobilebanking,2022-11-30 01:43:34,1,1,
Good apps,Good apps,3,1,com.urpxf.mdsig,2023-05-04 19:02:56,1,1,
Customer service email or telephone number is unreachable. Having an urgent issue but no response. So disappointing.,Customer service email or telephone number is unreachable. Having an urgent issue but no respond. So disappointing.,1,14,ph.komo.app,2023-07-28 01:00:24,1,1,
Nice options and smooth navigation,Nice option and smooth navigation,5,0,ph.seabank.seabank,2023-04-28 10:47:43,1,1,
Helpful and convenient 😉,Helpful and convenient 😉,5,0,com.aub.hellopagibig,2022-09-01 10:29:49,1,1,
So hard to open this new version of apps..,So hard to open this new version of apps..,1,0,com.dwidasa.cb.mb.android,2022-03-08 07:46:20,1,1,
Nice Apps,Nice Apps,5,0,com.tonik.mobile,2023-08-11 18:58:25,1,1,
App keeps on crashing.,App keeps on crashing.,2,0,com.citibank.CitibankPH,2023-05-21 02:02:27,1,1,
Getting error when redeeming points. Lots of bugs.,Getting error when redeeming points. Lot of bugs.,1,0,com.citibank.CitibankPH,2022-02-22 03:59:41,1,1,
No notification whether your application is approved or not.,No notification whether your application is approved or not.,1,1,com.valley.loan,2023-09-25 08:24:44,1,1,
"It can solve your urgent needs. When you are short of money and feel embarrassed to find your parents and friends, you can try the loan software for small loans. It is very convenient. It can solve your urgent needs. It is much more convenient than bank loans and other procedures! ! !","It can solve your urgent needs. When you are short of money and feel embarrassed to find your parents and friends, you can try the loan software for small loans. It is very convenient. It can solve your urgent needs. It is much more convenient than bank loans and other procedures! ! !",5,0,com.peramoo,2023-07-17 23:11:48,1,1,
"OLP is okay, the interest rate is low, the credit increases quickly",Okay na okay si OLP mababa interest mabilis tumaas ang credit,5,0,ph.onlineloans.mobile.android,2023-09-03 22:19:00,1,1,
Very Recommended this Go Tyme😍 best for Go Save with high interest rate🤗🤗,Very Recomended this Go Tyme😍 best for Go Save with high enterest rate🤗🤗,5,1,ph.com.gotyme,2023-03-31 12:54:05,1,1,
"I will give a 5 stars. Very Highly Recommended. Fast and easy to use. I thought it was a scam, but the first time I tried, my application was approved immediately. The customer service was very polite. Thankyou Kusog Pera-VIP I will maintain my good credits for the next time the credits I get will be bigger. Thank you",I will give a 5 stars. Very Highly Recommended. Fast and easy to use. Akala ko scam pero yung nag first try ako approved agad application ko. The customer service was very polite. Thankyouu Kusog Pera-VIP I will maintain my good credits para sa susunod mas malaki na ang credits na makukuha ko. Thankyoou po.,5,6,com.vip.pera,2023-10-02 04:20:06,1,1,
Add dark mode please.,Add dark mode please.,3,0,ph.seabank.seabank,2022-11-07 14:18:31,1,1,
"I totally recommend this app. If you need a loan app that you can actually borrow from, DOWNLOAD THIS. Its fast and has low interest. Great app!","I totally recommend this app. If you need a loan app that you can actually borrow from, DOWNLOAD THIS. Its fast and has low interest. Great app!",5,2,ph.pesoredee.mobile.android,2023-02-02 00:03:22,1,1,
"Does not completely show the recent Credit Card transactions, it is automatically filtered for ""posted transactions"" only. Which makes it difficult to monitor your transactions. You may not know that your card has been used on an unauthorized transaction unless it has been posted. Even on their online banking portal. It completely doesn't show even the posted and past transactions. Unlike on UB, Citi and other banks, it shows them on realtime right after you use it, even if it is on Pending status.","Doesnt completely show the recent Credit Card transactions, it is automatically filtered for ""posted transactions"" only. Which makes it difficult to monitor your transactions. You might not know that your card has been used on unauthorized transaction unless it has been posted. Even on their online banking portal. It completely doesnt show even the posted and past transactions. Unlike on UB, Citi and other banks, it shows them on realtime right after you use it, even if it is on Pending status.",1,120,com.rcbc.mobilebanking,2023-07-03 08:02:15,1,1,
"Nice, very fast and easy to apply?","Nice, very fast and easy to apply ?",5,1,com.wow.pera,2023-10-07 20:52:38,1,1,
it's really reliable app and easy to use .. ☺️☺️😁😁😁 keep up the good work guys ..,it's really reliable app and easy to use .. ☺️☺️😁😁😁 keep up the good work guys ..,5,0,ph.seabank.seabank,2023-05-13 22:44:15,1,1,
"Calling SEC to revoke its license to operate. Harassment, huge interest and penalties, short payment terms for closure totally. Do not allow them to operate again","Calling SEC to revoked its licensed to operates. Harassment, huge interest and penalties, short payment terms for closure totally.Do not allow them to operate again",1,0,com.peramoo,2023-07-20 00:32:27,1,1,
Robinson Galleria.. The assistant is very friendly and will assist you to the best of her knowledge.,Robinson Galleria.. The assistant are very friendly and will assist you the best of her knowledge.,5,1,ph.com.gotyme,2023-05-08 11:13:29,1,1,
Good lending apps no hassle and long term of payment,Good lending apps no hassle and long term of payment,5,0,hb.xinxinxr.vip,2023-08-23 02:51:14,1,1,
Fast disbursement.. hope if I pay early I can reloan higher approval .. not like other online lending MAYPERA. I paid early and declined my 2nd loan ..thank u peso redee .4 star for now,Fast disbursement.. hope if I pay early I can reloan higher approval .. not like other online lending MAYPERA. I paid early and declined my 2nd reloan ..thank u peso redee .4 star for now,4,0,ph.pesoredee.mobile.android,2023-05-06 05:10:31,1,1,
"for now ill loved it.plentina Means Plentiful life:-) 4stars only my rate is enough too late to recieves the amount but truly thankful prin po:-)#!!""","for now ill loved it.plentina Means Plentiful life:-) 4stars only my rate is enough too late to recieves the amount but truly thankful prin po:-)#!!""",4,1,com.plentina.app,2021-02-16 07:23:09,1,1,
super love this app and bank. very convenient and easy to use. plus they give out a high interest. It's nice to save.,super love this app and bank. very convenient and easy to use. plus they give out a high interest. Sarap lang mag save.,5,3,ph.seabank.seabank,2023-07-20 00:57:56,1,1,
